,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,clusters,cluster
3464,42,1,39,1,42,0,yellow
3465,80,1,38,0,80,0,yellow
3466,27,0,27,1,22,0,yellow
3467,159,1,49,0,159,1,red
3468,44,1,25,2,44,0,yellow
3469,45,0,45,0,21,0,yellow
3470,67,1,49,0,67,0,yellow
3471,72,1,46,0,72,0,yellow
3472,88,2,29,4,88,0,yellow
3473,54,1,18,4,54,0,yellow
3474,91,2,6,4,91,0,yellow
3475,161,7,18,15,161,1,red
3476,65,1,20,2,65,0,yellow
3477,29,1,16,3,29,0,yellow
3478,33,1,33,0,23,0,yellow
3479,107,1,61,0,107,1,red
3480,52,1,31,1,52,0,yellow
3481,81,1,44,0,81,0,yellow
3482,82,2,31,2,82,0,yellow
3483,28,1,4,0,28,0,yellow
3484,38,1,21,0,38,0,yellow
3485,57,1,33,0,57,0,yellow
3486,53,1,47,0,53,0,yellow
3487,43,1,43,0,29,0,yellow
3488,39,1,31,4,39,0,yellow
3489,39,1,23,2,39,0,yellow
3490,114,1,37,0,114,1,red
3491,138,8,44,0,138,1,red
3492,51,1,38,1,51,0,yellow
3493,63,1,54,0,63,0,yellow
3494,50,1,39,2,50,0,yellow
3495,101,1,41,0,101,0,yellow
3496,182,1,37,0,182,1,red
3497,70,2,22,14,70,0,yellow
3498,28,1,20,2,28,0,yellow
3499,31,1,16,0,31,0,yellow
3500,52,1,26,1,52,0,yellow
3501,42,1,42,0,16,0,yellow
3502,10,1,5,0,10,0,yellow
3503,70,2,37,0,70,0,yellow
3504,160,5,30,11,160,1,red
3505,65,2,31,5,65,0,yellow
3506,44,1,39,1,44,0,yellow
3507,29,1,22,0,29,0,yellow
3508,89,1,46,0,89,0,yellow
3509,154,2,44,2,154,1,red
3510,33,0,33,0,27,0,yellow
3511,43,1,43,0,14,0,yellow
3512,205,2,31,3,205,1,red
3513,21,0,19,0,21,0,yellow
3514,42,1,42,2,40,0,yellow
3515,136,3,32,6,136,1,red
3516,178,7,13,19,178,1,red
3517,181,5,63,8,181,1,red
3518,76,1,30,2,76,0,yellow
3519,176,5,29,10,176,1,red
3520,56,1,23,0,56,0,yellow
3521,97,2,27,6,97,0,yellow
3522,53,1,30,2,53,0,yellow
3523,29,0,24,0,29,0,yellow
3524,39,0,39,1,19,0,yellow
3525,54,1,54,1,52,0,yellow
3526,114,1,29,2,114,1,red
3527,37,1,37,0,14,0,yellow
3528,40,1,40,0,12,0,yellow
3529,47,1,47,3,41,0,yellow
3530,59,1,44,0,59,0,yellow
3531,66,1,54,0,66,0,yellow
3532,38,1,38,0,20,0,yellow
3533,34,1,34,0,15,0,yellow
3534,72,1,30,1,72,0,yellow
3535,30,1,30,1,12,0,yellow
3536,109,1,27,1,109,1,red
3537,36,1,36,0,17,0,yellow
3538,176,1,39,0,176,1,red
3539,111,3,19,24,111,1,red
3540,74,2,54,1,74,0,yellow
3541,37,1,37,1,30,0,yellow
3542,47,1,39,2,47,0,yellow
3543,50,1,40,1,50,0,yellow
3544,69,1,69,0,58,0,yellow
3545,25,0,25,2,15,0,yellow
3546,137,4,125,7,137,1,red
3547,67,1,36,4,67,0,yellow
3548,57,1,17,3,57,0,yellow
3549,72,1,40,2,72,0,yellow
3550,72,1,30,4,72,0,yellow
3551,77,2,29,13,77,0,yellow
3552,86,2,76,1,86,0,yellow
3553,28,0,28,0,19,0,yellow
3554,34,1,34,1,27,0,yellow
3555,14,1,2,0,14,0,yellow
3556,48,1,33,0,48,0,yellow
3557,51,1,35,3,51,0,yellow
3558,68,2,25,9,68,0,yellow
3559,35,1,35,3,18,0,yellow
3560,174,3,147,0,174,1,red
3561,62,2,4,4,62,0,yellow
3562,36,1,9,4,36,0,yellow
3563,81,3,15,21,81,0,yellow
3564,61,2,18,6,61,0,yellow
3565,68,2,20,15,68,0,yellow
3566,67,1,38,4,67,0,yellow
3567,67,2,2,12,67,0,yellow
3568,59,1,11,15,59,0,yellow
3569,58,1,24,6,58,0,yellow
3570,49,1,42,1,49,0,yellow
3571,35,1,35,0,15,0,yellow
3572,36,1,18,0,36,0,yellow
3573,139,4,6,12,139,1,red
3574,33,1,33,1,25,0,yellow
3575,39,1,39,1,9,0,yellow
3576,46,1,46,0,16,0,yellow
3577,76,2,41,2,76,0,yellow
3578,54,1,37,0,54,0,yellow
3579,128,1,41,0,128,1,red
3580,58,1,35,0,58,0,yellow
3581,63,1,26,5,63,0,yellow
3582,74,1,29,1,74,0,yellow
3583,34,1,34,0,15,0,yellow
3584,45,1,28,0,45,0,yellow
3585,79,3,6,8,79,0,yellow
3586,75,2,22,4,75,0,yellow
3587,61,2,6,6,61,0,yellow
3588,53,2,20,0,53,0,yellow
3589,41,0,30,0,41,0,yellow
3590,38,1,38,1,31,0,yellow
3591,30,0,16,0,30,0,yellow
3592,52,1,32,0,52,0,yellow
3593,35,1,13,1,35,0,yellow
3594,62,3,13,1,62,0,yellow
3595,59,1,36,3,59,0,yellow
3596,24,0,24,0,22,0,yellow
3597,155,1,51,1,155,1,red
3598,19,0,19,0,16,0,yellow
3599,148,1,21,4,148,1,red
3600,61,1,42,1,61,0,yellow
3601,56,1,26,1,56,0,yellow
3602,45,0,45,0,22,0,yellow
3603,75,2,12,3,75,0,yellow
3604,42,1,41,1,42,0,yellow
3605,23,1,3,0,23,0,yellow
3606,88,1,29,0,88,0,yellow
3607,33,1,33,2,32,0,yellow
3608,65,2,3,5,65,0,yellow
3609,97,1,19,2,97,0,yellow
3610,38,1,38,3,30,0,yellow
3611,45,1,21,13,45,0,yellow
3612,101,1,26,0,101,0,yellow
3613,40,1,40,2,23,0,yellow
3614,87,3,82,2,87,0,yellow
3615,50,1,39,4,50,0,yellow
3616,69,1,36,3,69,0,yellow
3617,64,1,40,2,64,0,yellow
3618,47,1,27,6,47,0,yellow
3619,168,4,161,3,168,1,red
3620,125,4,7,35,125,1,red
3621,42,1,27,6,42,0,yellow
3622,62,1,35,3,62,0,yellow
3623,129,2,24,3,129,1,red
3624,26,0,26,0,15,0,yellow
3625,52,1,13,1,52,0,yellow
3626,59,1,14,1,59,0,yellow
3627,53,1,14,1,53,0,yellow
3628,45,1,28,2,45,0,yellow
3629,85,1,18,4,85,0,yellow
3630,28,1,10,1,28,0,yellow
3631,25,1,24,2,25,0,yellow
3632,151,2,35,3,151,1,red
3633,115,4,41,7,115,1,red
3634,56,1,35,1,56,0,yellow
3635,122,5,29,12,122,1,red
3636,164,6,41,26,164,1,red
3637,39,1,39,0,23,0,yellow
3638,173,4,84,5,173,1,red
3639,36,1,36,0,23,0,yellow
3640,102,1,33,4,102,0,yellow
3641,44,1,44,0,25,0,yellow
3642,147,1,25,0,147,1,red
3643,47,1,28,9,47,0,yellow
3644,53,1,39,0,53,0,yellow
3645,67,1,31,5,67,0,yellow
3646,174,3,150,1,174,1,red
3647,59,2,18,10,59,0,yellow
3648,54,1,29,0,54,0,yellow
3649,185,1,38,0,185,1,red
3650,172,0,29,0,172,1,red
3651,35,1,35,0,24,0,yellow
3652,53,2,42,0,53,0,yellow
3653,51,1,21,5,51,0,yellow
3654,68,2,12,27,68,0,yellow
3655,111,2,54,5,111,1,red
3656,46,1,19,8,46,0,yellow
3657,55,1,30,1,55,0,yellow
3658,18,0,18,1,16,0,yellow
3659,40,1,8,2,40,0,yellow
3660,41,1,38,0,41,0,yellow
3661,15,0,15,0,12,0,yellow
3662,48,0,31,0,48,0,yellow
3663,51,1,30,1,51,0,yellow
3664,41,0,41,0,25,0,yellow
3665,22,0,10,1,22,0,yellow
3666,30,1,1,3,30,0,yellow
3667,49,1,28,2,49,0,yellow
3668,40,1,8,2,40,0,yellow
3669,41,1,41,1,40,0,yellow
3670,29,0,29,1,22,0,yellow
3671,29,1,29,1,11,0,yellow
3672,67,1,19,0,67,0,yellow
3673,152,3,152,3,131,1,red
3674,29,0,29,1,29,0,yellow
3675,58,1,43,6,58,0,yellow
3676,72,1,44,5,72,0,yellow
3677,53,0,32,0,53,0,yellow
3678,39,1,27,1,39,0,yellow
3679,71,2,40,10,71,0,yellow
3680,66,0,33,0,66,0,yellow
3681,168,3,168,2,104,1,red
3682,59,1,37,0,59,0,yellow
3683,39,1,39,0,22,0,yellow
3684,42,1,42,1,35,0,yellow
3685,36,1,36,1,35,0,yellow
3686,80,2,56,2,80,0,yellow
3687,30,1,30,1,28,0,yellow
3688,102,4,5,10,102,0,yellow
3689,58,1,44,0,58,0,yellow
3690,101,3,10,9,101,0,yellow
3691,39,1,39,2,33,0,yellow
3692,28,1,26,1,28,0,yellow
3693,50,1,33,0,50,0,yellow
3694,52,1,32,4,52,0,yellow
3695,55,1,28,1,55,0,yellow
3696,33,1,24,2,33,0,yellow
3697,110,3,110,1,96,1,red
3698,155,0,32,0,155,1,red
3699,33,1,33,1,32,0,yellow
3700,166,1,38,0,166,1,red
3701,82,1,20,0,82,0,yellow
3702,23,0,21,1,23,0,yellow
3703,35,1,35,1,15,0,yellow
3704,28,0,17,0,28,0,yellow
3705,30,1,28,1,30,0,yellow
3706,65,1,65,0,41,0,yellow
3707,31,1,31,3,20,0,yellow
3708,45,1,13,1,45,0,yellow
3709,39,0,25,0,39,0,yellow
3710,76,2,42,1,76,0,yellow
3711,105,4,84,5,105,1,red
3712,28,1,28,0,17,0,yellow
3713,33,1,33,0,9,0,yellow
3714,39,1,29,1,39,0,yellow
3715,42,1,42,0,7,0,yellow
3716,123,2,123,4,94,1,red
3717,32,0,32,1,26,0,yellow
3718,32,1,32,2,32,0,yellow
3719,54,1,42,0,54,0,yellow
3720,36,1,36,0,23,0,yellow
3721,33,1,33,0,17,0,yellow
3722,35,1,35,2,30,0,yellow
3723,81,3,5,34,81,0,yellow
3724,28,1,28,0,3,0,yellow
3725,55,1,40,5,55,0,yellow
3726,115,1,53,0,115,1,red
3727,33,0,33,1,12,0,yellow
3728,35,1,35,1,30,0,yellow
3729,39,1,39,0,16,0,yellow
3730,42,1,42,0,14,0,yellow
3731,79,1,58,2,79,0,yellow
3732,123,4,86,6,123,1,red
3733,45,1,17,1,45,0,yellow
3734,34,1,27,0,34,0,yellow
3735,57,1,46,0,57,0,yellow
3736,48,1,48,1,25,0,yellow
3737,56,1,25,2,56,0,yellow
3738,194,0,28,0,194,1,red
3739,87,1,72,2,87,0,yellow
3740,15,0,14,0,15,0,yellow
3741,27,1,27,3,20,0,yellow
3742,232,9,12,28,232,1,red
3743,119,3,78,2,119,1,red
3744,163,3,163,1,156,1,red
3745,57,2,28,12,57,0,yellow
3746,39,1,39,1,35,0,yellow
3747,42,1,42,2,31,0,yellow
3748,83,2,49,1,83,0,yellow
3749,34,1,34,0,23,0,yellow
3750,59,1,40,1,59,0,yellow
3751,155,3,125,0,155,1,red
3752,69,2,15,1,69,0,yellow
3753,170,0,28,0,170,1,red
3754,58,1,45,0,58,0,yellow
3755,58,1,30,6,58,0,yellow
3756,154,3,92,1,154,1,red
3757,54,1,36,1,54,0,yellow
3758,56,1,38,2,56,0,yellow
3759,42,1,33,1,42,0,yellow
3760,61,1,31,4,61,0,yellow
3761,62,1,8,4,62,0,yellow
3762,63,1,19,10,63,0,yellow
3763,67,3,6,13,67,0,yellow
3764,68,1,38,5,68,0,yellow
3765,21,0,15,1,21,0,yellow
3766,39,1,33,5,39,0,yellow
3767,90,2,11,24,90,0,yellow
3768,60,1,25,7,60,0,yellow
3769,51,1,39,0,51,0,yellow
3770,39,1,31,8,39,0,yellow
3771,59,1,37,2,59,0,yellow
3772,34,1,34,0,19,0,yellow
3773,20,0,20,0,16,0,yellow
3774,68,2,23,11,68,0,yellow
3775,77,1,49,0,77,0,yellow
3776,168,1,121,0,168,1,red
3777,75,1,36,4,75,0,yellow
3778,30,1,30,0,22,0,yellow
3779,43,1,27,2,43,0,yellow
3780,158,3,148,0,158,1,red
3781,82,1,35,2,82,0,yellow
3782,205,5,205,4,163,1,red
3783,31,1,31,5,31,0,yellow
3784,55,1,35,0,55,0,yellow
3785,36,1,33,7,36,0,yellow
3786,54,1,47,3,54,0,yellow
3787,90,1,63,1,90,0,yellow
3788,76,0,23,0,76,0,yellow
3789,71,1,38,0,71,0,yellow
3790,175,1,35,0,175,1,red
3791,69,1,20,5,69,0,yellow
3792,55,1,39,3,55,0,yellow
3793,33,0,33,1,13,0,yellow
3794,32,1,11,1,32,0,yellow
3795,125,2,22,2,125,1,red
3796,59,1,11,2,59,0,yellow
3797,33,0,33,1,16,0,yellow
3798,128,2,26,3,128,1,red
3799,185,1,37,0,185,1,red
3800,31,1,23,0,31,0,yellow
3801,40,1,40,0,28,0,yellow
3802,170,1,74,1,170,1,red
3803,137,1,31,0,137,1,red
3804,170,2,170,4,150,1,red
3805,182,5,2,12,182,1,red
3806,103,3,17,4,103,0,yellow
3807,51,1,16,0,51,0,yellow
3808,56,1,29,6,56,0,yellow
3809,56,1,35,0,56,0,yellow
3810,57,0,38,1,57,0,yellow
3811,51,1,23,11,51,0,yellow
3812,87,3,6,6,87,0,yellow
3813,99,4,7,3,99,0,yellow
3814,78,2,15,6,78,0,yellow
3815,106,2,14,4,106,0,yellow
3816,77,2,34,6,77,0,yellow
3817,32,1,26,2,32,0,yellow
3818,57,1,30,2,57,0,yellow
3819,154,10,33,69,154,1,red
3820,139,1,40,0,139,1,red
3821,89,3,18,3,89,0,yellow
3822,155,3,85,1,155,1,red
3823,59,1,44,1,59,0,yellow
3824,169,2,97,0,169,1,red
3825,50,1,25,1,50,0,yellow
3826,53,1,38,3,53,0,yellow
3827,44,1,27,4,44,0,yellow
3828,75,1,41,2,75,0,yellow
3829,58,3,16,1,58,0,yellow
3830,129,1,29,0,129,1,red
3831,13,0,13,2,12,0,yellow
3832,136,1,42,0,136,1,red
3833,83,1,42,8,83,0,yellow
3834,59,1,27,3,59,0,yellow
3835,39,1,39,1,37,0,yellow
3836,179,2,46,1,179,1,red
3837,164,3,164,1,154,1,red
3838,33,1,32,3,33,0,yellow
3839,163,5,4,25,163,1,red
3840,60,2,37,7,60,0,yellow
3841,58,1,11,3,58,0,yellow
3842,38,1,22,3,38,0,yellow
3843,67,1,37,4,67,0,yellow
3844,164,1,20,0,164,1,red
3845,125,1,72,0,125,1,red
3846,20,0,20,0,12,0,yellow
3847,128,4,23,3,128,1,red
3848,35,1,35,0,16,0,yellow
3849,66,1,38,2,66,0,yellow
3850,35,1,35,0,16,0,yellow
3851,46,2,42,1,46,0,yellow
3852,36,1,5,2,36,0,yellow
3853,54,1,24,6,54,0,yellow
3854,44,1,44,1,22,0,yellow
3855,54,1,26,11,54,0,yellow
3856,63,3,8,3,63,0,yellow
3857,201,5,201,4,161,1,red
3858,154,3,112,2,154,1,red
3859,23,1,23,0,21,0,yellow
3860,99,1,31,1,99,0,yellow
3861,199,3,7,13,199,1,red
3862,64,1,28,0,64,0,yellow
3863,61,1,35,1,61,0,yellow
3864,57,1,33,5,57,0,yellow
3865,24,0,20,1,24,0,yellow
3866,26,1,26,1,24,0,yellow
3867,34,1,34,7,34,0,yellow
3868,171,4,171,2,150,1,red
3869,143,2,61,1,143,1,red
3870,134,3,82,1,134,1,red
3871,56,1,46,0,56,0,yellow
3872,103,4,5,12,103,0,yellow
3873,171,4,169,1,171,1,red
3874,57,1,30,4,57,0,yellow
3875,56,1,6,4,56,0,yellow
3876,23,1,23,5,20,0,yellow
3877,123,3,109,8,123,1,red
3878,71,0,23,1,71,0,yellow
3879,66,0,27,0,66,0,yellow
3880,51,1,31,1,51,0,yellow
3881,41,1,41,0,7,0,yellow
3882,43,0,16,2,43,0,yellow
3883,75,1,46,0,75,0,yellow
3884,52,1,42,0,52,0,yellow
3885,31,1,31,5,28,0,yellow
3886,164,2,77,0,164,1,red
3887,159,6,0,14,159,1,red
3888,50,2,8,2,50,0,yellow
3889,42,1,42,0,14,0,yellow
3890,33,1,33,3,17,0,yellow
3891,38,1,38,0,32,0,yellow
3892,60,1,36,0,60,0,yellow
3893,64,1,34,6,64,0,yellow
3894,85,2,18,18,85,0,yellow
3895,32,1,32,4,17,0,yellow
3896,132,0,26,0,132,1,red
3897,132,1,33,0,132,1,red
3898,172,3,164,1,172,1,red
3899,175,1,38,0,175,1,red
3900,31,1,31,4,24,0,yellow
3901,150,1,41,0,150,1,red
3902,56,1,36,0,56,0,yellow
3903,59,1,37,1,59,0,yellow
3904,56,1,21,1,56,0,yellow
3905,51,1,31,6,51,0,yellow
3906,56,1,25,6,56,0,yellow
3907,56,1,38,3,56,0,yellow
3908,83,3,17,9,83,0,yellow
3909,72,1,42,2,72,0,yellow
3910,32,1,9,1,32,0,yellow
3911,61,1,39,0,61,0,yellow
3912,33,1,33,3,20,0,yellow
3913,61,1,39,0,61,0,yellow
3914,21,0,21,0,19,0,yellow
3915,70,1,43,2,70,0,yellow
3916,107,1,18,3,107,1,red
3917,77,1,24,2,77,0,yellow
3918,57,1,25,1,57,0,yellow
3919,46,1,23,1,46,0,yellow
3920,66,1,35,4,66,0,yellow
3921,40,1,8,2,40,0,yellow
3922,65,1,4,4,65,0,yellow
3923,66,2,48,9,66,0,yellow
3924,51,1,40,4,51,0,yellow
3925,71,1,45,2,71,0,yellow
3926,52,0,21,0,52,0,yellow
3927,69,1,33,3,69,0,yellow
3928,60,2,16,15,60,0,yellow
3929,75,1,42,1,75,0,yellow
3930,72,1,40,2,72,0,yellow
3931,78,1,40,2,78,0,yellow
3932,106,3,2,12,106,0,yellow
3933,62,1,45,0,62,0,yellow
3934,39,1,39,2,11,0,yellow
3935,75,1,37,1,75,0,yellow
3936,69,2,25,5,69,0,yellow
3937,170,4,170,2,152,1,red
3938,20,1,9,1,20,0,yellow
3939,56,1,45,0,56,0,yellow
3940,58,1,40,0,58,0,yellow
3941,56,1,14,0,56,0,yellow
3942,85,3,16,10,85,0,yellow
3943,74,2,24,11,74,0,yellow
3944,66,1,25,6,66,0,yellow
3945,56,1,22,6,56,0,yellow
3946,74,2,14,0,74,0,yellow
3947,69,1,41,3,69,0,yellow
3948,443,1,40,0,328,2,black
3949,65,1,48,0,65,0,yellow
3950,161,1,46,0,161,1,red
3951,158,1,44,0,158,1,red
3952,52,1,26,1,52,0,yellow
3953,36,1,35,0,36,0,yellow
3954,32,1,32,0,10,0,yellow
3955,14,0,12,1,14,0,yellow
3956,96,1,38,0,96,0,yellow
3957,47,1,24,2,47,0,yellow
3958,51,1,30,1,51,0,yellow
3959,39,1,19,0,39,0,yellow
3960,73,3,18,20,73,0,yellow
3961,26,0,15,0,26,0,yellow
3962,56,2,24,1,56,0,yellow
3963,66,1,47,0,66,0,yellow
3964,174,10,13,13,174,1,red
3965,35,1,35,2,26,0,yellow
3966,136,1,38,0,136,1,red
3967,48,1,29,3,48,0,yellow
3968,22,1,22,0,14,0,yellow
3969,57,1,32,0,57,0,yellow
3970,63,1,25,1,63,0,yellow
3971,30,1,17,0,30,0,yellow
3972,59,1,40,4,59,0,yellow
3973,34,1,34,8,26,0,yellow
3974,68,2,17,22,68,0,yellow
3975,72,2,18,21,72,0,yellow
3976,71,1,43,0,71,0,yellow
3977,33,1,33,0,22,0,yellow
3978,71,1,40,2,71,0,yellow
3979,19,0,17,2,19,0,yellow
3980,33,1,33,3,20,0,yellow
3981,55,1,45,2,55,0,yellow
3982,53,1,41,0,53,0,yellow
3983,62,1,20,11,62,0,yellow
3984,58,1,5,2,58,0,yellow
3985,109,2,41,8,109,1,red
3986,167,1,30,0,167,1,red
3987,74,1,44,0,74,0,yellow
3988,54,1,36,0,54,0,yellow
3989,129,1,35,1,129,1,red
3990,27,0,19,0,27,0,yellow
3991,76,2,17,1,76,0,yellow
3992,26,1,26,1,22,0,yellow
3993,71,1,37,1,71,0,yellow
3994,37,1,35,0,37,0,yellow
3995,86,2,46,3,86,0,yellow
3996,63,1,29,3,63,0,yellow
3997,61,1,37,0,61,0,yellow
3998,32,1,16,0,32,0,yellow
3999,89,1,43,0,89,0,yellow
4000,54,1,53,1,54,0,yellow
4001,63,1,32,1,63,0,yellow
4002,152,3,143,1,152,1,red
4003,58,1,30,2,58,0,yellow
4004,33,1,33,0,9,0,yellow
4005,72,2,20,6,72,0,yellow
4006,41,2,33,8,41,0,yellow
4007,48,1,20,8,48,0,yellow
4008,25,0,20,0,25,0,yellow
4009,56,2,49,3,56,0,yellow
4010,207,1,35,0,207,1,red
4011,37,1,21,0,37,0,yellow
4012,179,9,5,25,179,1,red
4013,191,2,82,2,191,1,red
4014,50,2,33,9,50,0,yellow
4015,91,2,52,1,91,0,yellow
4016,61,1,49,1,61,0,yellow
4017,66,1,21,5,66,0,yellow
4018,55,1,10,13,55,0,yellow
4019,44,1,29,3,44,0,yellow
4020,35,1,35,0,29,0,yellow
4021,63,2,18,16,63,0,yellow
4022,59,2,11,0,59,0,yellow
4023,50,1,32,2,50,0,yellow
4024,35,1,35,1,34,0,yellow
4025,66,2,10,17,66,0,yellow
4026,80,1,39,4,80,0,yellow
4027,86,0,26,0,86,0,yellow
4028,57,1,43,0,57,0,yellow
4029,64,1,38,1,64,0,yellow
4030,41,1,15,8,41,0,yellow
4031,63,1,30,4,63,0,yellow
4032,31,1,18,2,31,0,yellow
4033,58,1,30,4,58,0,yellow
4034,39,1,39,3,17,0,yellow
4035,88,1,48,1,88,0,yellow
4036,37,1,37,4,17,0,yellow
4037,66,2,5,19,66,0,yellow
4038,63,1,63,3,58,0,yellow
4039,75,2,29,8,75,0,yellow
4040,27,0,19,0,27,0,yellow
4041,57,1,44,2,57,0,yellow
4042,79,2,28,7,79,0,yellow
4043,18,0,18,1,10,0,yellow
4044,43,1,19,1,43,0,yellow
4045,59,1,46,4,59,0,yellow
4046,54,1,50,2,54,0,yellow
4047,39,1,29,6,39,0,yellow
4048,67,1,47,3,67,0,yellow
4049,18,0,18,0,11,0,yellow
4050,172,1,43,0,172,1,red
4051,55,1,26,7,55,0,yellow
4052,32,0,27,0,32,0,yellow
4053,158,3,158,2,113,1,red
4054,71,1,13,7,71,0,yellow
4055,128,4,9,36,128,1,red
4056,51,1,42,3,51,0,yellow
4057,75,1,31,0,75,0,yellow
4058,59,1,23,1,59,0,yellow
4059,45,1,26,1,45,0,yellow
4060,170,6,1,20,170,1,red
4061,40,1,40,0,18,0,yellow
4062,62,2,38,4,62,0,yellow
4063,66,0,23,0,66,0,yellow
4064,107,3,16,26,107,1,red
4065,34,1,34,1,21,0,yellow
4066,63,6,36,0,63,0,yellow
4067,52,1,14,11,52,0,yellow
4068,96,1,36,2,96,0,yellow
4069,65,1,41,2,65,0,yellow
4070,58,0,23,1,58,0,yellow
4071,39,1,39,2,38,0,yellow
4072,38,1,38,0,19,0,yellow
4073,62,1,14,11,62,0,yellow
4074,57,1,43,2,57,0,yellow
4075,56,1,37,0,56,0,yellow
4076,50,1,33,0,50,0,yellow
4077,30,0,15,0,30,0,yellow
4078,50,1,24,2,50,0,yellow
4079,54,1,23,0,54,0,yellow
4080,165,6,1,19,165,1,red
4081,27,1,4,0,27,0,yellow
4082,35,1,18,1,35,0,yellow
4083,37,0,19,1,37,0,yellow
4084,51,2,29,12,51,0,yellow
4085,30,1,30,3,14,0,yellow
4086,16,0,13,0,16,0,yellow
4087,103,3,6,13,103,0,yellow
4088,48,1,4,2,48,0,yellow
4089,29,0,29,0,20,0,yellow
4090,39,1,39,1,20,0,yellow
4091,50,1,41,3,50,0,yellow
4092,58,1,47,2,58,0,yellow
4093,50,1,14,1,50,0,yellow
4094,56,1,13,9,56,0,yellow
4095,94,3,6,11,94,0,yellow
4096,53,1,40,4,53,0,yellow
4097,149,4,25,9,149,1,red
4098,168,4,45,6,168,1,red
4099,51,1,18,1,51,0,yellow
4100,30,1,16,0,30,0,yellow
4101,320,5,26,10,320,2,black
4102,117,1,20,2,117,1,red
4103,68,1,32,0,68,0,yellow
4104,25,0,25,0,20,0,yellow
4105,86,2,38,2,86,0,yellow
4106,121,3,26,6,121,1,red
4107,151,1,32,2,151,1,red
4108,79,1,28,17,79,0,yellow
4109,67,2,10,11,67,0,yellow
4110,42,1,42,0,30,0,yellow
4111,155,5,34,36,155,1,red
4112,60,1,52,0,60,0,yellow
4113,27,0,27,0,26,0,yellow
4114,61,1,15,3,61,0,yellow
4115,199,2,38,5,199,1,red
4116,53,1,19,11,53,0,yellow
4117,93,3,40,2,93,0,yellow
4118,51,1,28,0,51,0,yellow
4119,75,2,23,4,75,0,yellow
4120,46,1,39,1,46,0,yellow
4121,44,1,44,0,24,0,yellow
4122,37,1,28,0,37,0,yellow
4123,33,1,33,0,13,0,yellow
4124,151,2,27,6,151,1,red
4125,41,0,17,0,41,0,yellow
4126,58,1,58,0,57,0,yellow
4127,50,1,37,1,50,0,yellow
4128,46,1,29,0,46,0,yellow
4129,23,0,16,0,23,0,yellow
4130,40,1,40,1,28,0,yellow
4131,49,1,45,1,49,0,yellow
4132,96,2,16,5,96,0,yellow
4133,80,1,27,0,80,0,yellow
4134,24,0,24,0,19,0,yellow
4135,23,0,23,0,18,0,yellow
4136,50,0,24,0,50,0,yellow
4137,56,1,47,2,56,0,yellow
4138,37,1,37,1,35,0,yellow
4139,151,6,101,15,151,1,red
4140,86,2,86,1,39,0,yellow
4141,47,1,17,0,47,0,yellow
4142,68,1,27,0,68,0,yellow
4143,62,1,62,0,54,0,yellow
4144,70,1,46,1,70,0,yellow
4145,40,1,15,0,40,0,yellow
4146,63,2,27,13,63,0,yellow
4147,48,1,43,1,48,0,yellow
4148,83,2,18,18,83,0,yellow
4149,46,1,46,1,46,0,yellow
4150,47,1,37,2,47,0,yellow
4151,125,3,13,20,125,1,red
4152,54,1,25,0,54,0,yellow
4153,72,1,43,2,72,0,yellow
4154,58,1,46,5,58,0,yellow
4155,100,3,17,23,100,0,yellow
4156,29,0,19,0,29,0,yellow
4157,15,1,6,0,15,0,yellow
4158,161,5,2,22,161,1,red
4159,55,1,41,1,55,0,yellow
4160,40,1,38,0,40,0,yellow
4161,43,1,43,1,32,0,yellow
4162,176,4,93,5,176,1,red
4163,61,1,17,3,61,0,yellow
4164,35,1,35,0,23,0,yellow
4165,159,2,33,6,159,1,red
4166,36,1,36,0,22,0,yellow
4167,51,1,48,2,51,0,yellow
4168,60,1,27,0,60,0,yellow
4169,101,3,33,2,101,0,yellow
4170,171,4,50,7,171,1,red
4171,150,1,29,1,150,1,red
4172,38,0,38,0,30,0,yellow
4173,53,1,38,1,53,0,yellow
4174,61,1,61,0,60,0,yellow
4175,21,0,21,0,18,0,yellow
4176,83,1,39,0,83,0,yellow
4177,50,1,23,0,50,0,yellow
4178,45,1,45,0,15,0,yellow
4179,43,1,41,1,43,0,yellow
4180,51,1,38,2,51,0,yellow
4181,38,1,38,0,29,0,yellow
4182,52,1,32,1,52,0,yellow
4183,58,1,58,0,19,0,yellow
4184,51,1,46,2,51,0,yellow
4185,73,1,32,9,73,0,yellow
4186,37,1,36,1,37,0,yellow
4187,39,1,39,0,30,0,yellow
4188,62,1,60,0,62,0,yellow
4189,38,1,38,0,37,0,yellow
4190,54,1,29,0,54,0,yellow
4191,29,1,17,0,29,0,yellow
4192,76,1,22,0,76,0,yellow
4193,46,1,46,0,45,0,yellow
4194,172,15,32,11,172,1,red
4195,35,1,35,0,21,0,yellow
4196,29,0,23,0,29,0,yellow
4197,58,1,37,0,58,0,yellow
4198,63,1,51,0,63,0,yellow
4199,28,0,21,2,28,0,yellow
4200,109,3,16,19,109,1,red
4201,54,1,43,0,54,0,yellow
4202,154,1,32,1,154,1,red
4203,37,1,37,0,15,0,yellow
4204,44,1,44,1,32,0,yellow
4205,40,1,31,3,40,0,yellow
4206,149,1,23,1,149,1,red
4207,37,1,26,0,37,0,yellow
4208,57,1,57,0,56,0,yellow
4209,20,0,20,0,15,0,yellow
4210,40,1,40,2,25,0,yellow
